اٹوٹ unbreakable
حمّال carrier
حمّالی porterage
حملہ beat
حملہ attack
حملہ stroke
حملہ charge
حملہ invasion
حملہ assault
حوالدار havildar
حیات life
حیات existence
حیاتین vitamin
خاتمہ end
خاتمہ breakup
خاتمہ finish
خاتمہ finis
خاتمہ conclusion
خار prickle
خار dissatisfaction
خار thorn
خارپشت hedgehog
خارپشت porcupine
خاص appropriate
خاص choice
خاص chief
خاص main
خاص distinct
خاص proper
خاص peculiarly
خاص especially
خاص principal
خاص specific
خاص particularly
خاص especial
خاص peculiar
خاص unique
خاص select
خاص special
خاصا considerable
خاصا habit
خاصا tolerable
خاصا moderate
خاصا fair
خاصا trait
خاصا nature
خاصا disposition
خاکہ tracing
خاکہ sketch
خاکہ caricature
خاکہ outline
خاکہ draft
خاکہ plan
خالی uninhabited
خالی unfilled
خالی hollow
خالی mere
خالی unoccupied
خالی idly
خالی empty
خالی blank
خالی vacant
خالی singly
خالی desolate
خالی poor
خالی deserted
خالی etc.)
خالی inoperative
خالی void
خالی only
خالی alone
خالی idle
خام absurd
خام inexperienced
خام unripe
خام crude
خام imperfect
خام green
خام puerile
خام raw
خام vain
خام unsound
خام immature
خام rough
خام inexpert
خاموش taciturn
خاموش uninhabited
خاموش quiet
خاموش grieved
خاموش sad
خاموش deserted
خاموش mute
خاموش noiseless
خاموش reticent
خاموش silent
خاموشی taciturnity
خاموشی silence
خاموشی reticence
خامی fault
خامی rawness
خامی failing
خامی unripeness
خامی defect
خامی blemish
خامی infirmity
خامی weakness
خامی imperfection
خامی immaturity
خامی flaw
خامی deficiency
خامی inexperience
خاندان descent
خاندان dynasty
خاندان race
خاندان house
خاندان lineage
خاندان family
خاندان household
خباثت atrocity
خباثت evilness
خباثت filth
خباثت dirt
خباثت depravity
خباثت wickedness
خباثت balefulness
خبردار cautious
خبردار watchful
خبردار careful
خبردار informed
خبردار scout
خبرداری circumspection
خبرداری awareness
خبرداری vigilance
خبرداری guardianship
خبرداری information
خبرداری change
خبرداری custody
خبرداری informing
خبرداری guard
خبیث wicked
خبیث miser
خبیث impure
خبیث depraved
خبیث evil
خبیث wretch
خبیث foul
خبیث bad
خبیث filthy
خبیث corrupt
خرابی ill
خرابی affliction
خرابی trouble
خرابی mischief
خرابی evil
خرابی damage
خرابی misery
خرابی badness
خرّاچ spendthrift
خرّاچ prodigal
خرّاچ extravagant
خراش excoriation
خراش cicatrix
خراش scratch
خراش scrape
خریدار seeker
خریدار desirous
خریدار buyer
خریدار purchaser
خریدنا purchase
خریدنا buy
خسارہ loss
خسارہ damage
خسارہ deficit
خستہ dilapidated
خستہ weak
خستہ decayed
خستہ brittle
خستہ unwell
خستہ fragile
خستہ crispy
خستہ friable
خستہ debilitated
خستہ infirm
خسیس stingy
خسیس mean
خسیس trivial
خسیس miserly
خسیس ignoble
خسیس niggardly
خسیس close-fisted
خسیس lowly
خسیس parsimonious
خط mark
خط note
خط letter
خط character
خط beard
خط line
خط etc.)
خط writing
خط moustaches
خط sharpness
خط script
خط handwriting
خط epistle
خطا fault
خطا etc.
خطا failure
خطا wrongdoing
خطا mistake
خطا oversight
خطا pass
خطا confusion
خطا slip
خطا error
خطرناک perilous
خطرناک dangerous
خطرناک frightful
خطرناک hazardous
خطرہ fear
خطرہ danger
خطرہ apprehension
خطرہ risk
خفگی anger
خفگی displeasure
خفگی annoyance
خفیف unimportant
خفیف undignified
خفیف trivial
خفیف light
خفیف small
خفیف frivolous
خفیف slight
خفیف minor
خفیف petty
خفیف little
خُفیہ disguised
خُفیہ stealthily
خُفیہ clandestine
خُفیہ secret
خُفیہ clandestinely
خُفیہ secretly
خُفیہ hidden
خُفیہ confidential
خُفیہ concealed
خُفیہ covertly
خُفیہ privately
خُفیہ private
خلا lacuna
خلا absence
خلا vacuum
خلا vacancy
خلا hollowness
خلا space
خلل interruption
خلل doubt
خلل hiatus
خلل fear
خلل chink
خلل disorder
خلل defect
خلل confusion
خلل rupture
خلل breach
خلل disturbance
خلل gap
خلل break
خلل flaw
خلیق courteous
خلیق kind
خلیق polite
خلیق urbane
خلیق civil
خلیق affable
خم flexure
خم coil
خم crookedness
خم bend
خم curved
خم curve
خم bent
خم crooked
خم ringlet
خم curvature
خم noose
خم curl
خمیدہ curved
خمیدہ askew
خمیدہ crooked
خمیدہ bent
خمیر temperament
خمیر composition
خمیر constitution
خمیر ferment
خمیر disposition
خمیر clay
خمیر leaven
خمیر yeast
خندق ditch
خندق fosse
خندق moat
خُنک pleasant
خُنک refreshing
خُنک cool
خُنک chillsome
خُنک insipid
خُنک tasteless
خُنک cold
خواری misery
خواری distress
خواری disgrace
خواہر sister
خواہرانہ sister-like
خواہرانہ sisterly
خواہش will
خواہش desire
خواہش request
خواہش inclination
خواہش wish
خواہش aspiration
خود helmet
خود casque
خوش acceptable
خوش flourishing
خوش healthy
خوش glad
خوش well-off
خوش sweet
خوش content
خوش gay
خوش cheerful
خوش delighted
خوش prosperous
خوش happy
خوش agreeable
خوش pleasant
خوش merry
خوش excellent
خوش amiable
خوش delicious
خوش affable
خوش good
خوش pleased
خوش elegant
خوش wholesome
خوش willing
خوشہ cluster
خول shell
خول sheath
خول case
خول cover
خول skeleton
خیال spectre
خیال respect
خیال fancy
خیال surmise
خیال vision
خیال khyal
خیال care
خیال imagination
خیال deference
خیال conception
خیال conceit
خیال whim
خیال regard
خیال suspicion
خیال idea
خیال apprehension
خیال delusion
خیال phantom
خیال thought
خیال concern
خیال apparition
خیال notion
خیالی imaginary
خیالی ideal
خیالی fabricated
خیالی fanciful
خیالی chimerical
خیالی fictitious
خیالی unreal
خیالی visionary
داد acclamation
داد complaint
داد equity
داد ringworm
داد justice
داد gift
داد applause
داد giving
داد given
داد praise
داڑھی beard
داشتہ concubine
داشتہ stored
داشتہ mistress
داشتہ keep
داغ sore
داغ cauterization
داغ misfortune
داغ speck
داغ stain
داغ spot
داغ injury
داغ scar
داغ pockmark
داغ blemish
داغ wound
داغ grief
داغ sorrow
دال dal
دال dhal
دال etc.)
دام money
دام perpetuated!
دام cost
دام value
دام snare
دام price
دام trap
دام net
داماد son-in-law
دانا sage
دانا learned
دانا wise
دانا prudent
دانائی sagacity
دانائی wisdom
دانت tooth
دانش wisdom
دانش sagacity
دانش learning
دانش knowledge
دائرہ range
دائرہ fraternity
دائرہ circle
دائرہ orbit
دائرہ family
دائرہ gamut
دائرہ ring
دائمی standing
دائمی ceaseless
دائمی eternal
دائمی enduring
دائمی permanent
دائمی durable
دائمی lasting
دائمی perpetual
دائمی everlasting
دبازت thickness
دبازت denseness
دبّاغ currier
دبّاغ tanner
دبانا subdue
دبانا sow
دبانا compress
دبانا crush
دبانا bury
دبانا seize
دبانا quell
دبانا usurp
دبانا suppress
دبانا plant
دبدبہ pomp
دبدبہ dignity
دبدبہ state
دبدبہ awe
دبدبہ majesty
دبکنا cower
دبکنا shrink
دُبلا lean
دُبلا thin
دُبلا weak
دُبلا feeble
دبیز thick
دخل possibility
دخل comprehension
دخل interpolation
دخل interference
دخل proficiency
دخل influence
دخل probability
دخل approach
دخل access
دخل occupation
دخل knowledge
دخل possession
دخل grasp
دخل meddling
در near
در under
در on
در way
در inward
در threshold
در value
در price
در per
در tariff
در into
در in
در estimation
در means
در gate
در pass
در within
در among
در about
در door
در excellence
در at
در upon
در rate
در method
دراڑ fissure
دراڑ aperture
دراڑ opening
دراڑ rift
دراڑ crack
دراڑ chasm
دراڑ breach
دراڑ rent
دراڑ gap
درباری courtier
درجہ division
درجہ class
درجہ kind
درجہ type
درجہ rank
درجہ category
درجہ status
درجہ variety
درجہ degree
درخواست will
درخواست desire
درخواست application
درخواست petition
درخواست tender
درخواست proposal
درخواست offer
درخواست appeal
درز fissure
درز opening
درز sewing
درز crack
درز cleft
درز breach
درز rent
درز seam
درزی dressmaker
درزی durzi
درزی tailor
درسی instructional
درسی educational
درسی curricular
درمیانی intermediary
درمیانی go-between
درمیانی mean
درمیانی low
درمیانی central
درمیانی middle
درمیانی substandard
درمیانی average
درمیانی middleman
دروازہ gate
دروازہ doorway
دروازہ entrance
دروازہ door
دریا river
دسترس ability
دسترس skill
دسترس control
دسترس command
دسترس merit
دسترس approach
دسترس access
دستہ haft
دستہ nosegay
دستہ helve
دستہ etc)
دستہ bundle
دستہ pestle
دستہ etc.)
دستہ bouquet
دستہ hilt
دستہ company
دستی manual
دستی handkerchief
دستی portable
دسواں tenth
دُشنام invective
دُشنام abuse
دُشنام curse
دُشواری trouble
دُشواری hardship
دُشواری difficulty
دعویٰ proposition
دعویٰ contention
دعویٰ enunciation
دعویٰ accusation
دعویٰ lawsuit
دعویٰ suit
دعویٰ demand
دعویٰ claim
دعویٰ pretension
دعویٰ charge
دعویٰ plaint
دعویٰ assertion
دفتر roll
دفتر scroll
دفتر list
دفتر archive
دفتر book
دفتر orders
دفتر workplace
دفتر injunctions
دفتر journal
دفتر dufter
دفتر register
دفتر office
دفتر prattle
دفتر record-office
دفتر record
دفتر babble
دل thickness
دل horde
دل crowd
دلدل bog
دلدل quicksand
دلدل fen
دلدل quagmire
دلدلی marshy
دلدلی boggy
دلدلی swampy
دلکش attractive
دم trickery
دم goodness
دم blood
دم energy
دم elasticity
دم wheedling
دم progeny
دم moment
دم courage
دم vigour
دم life
دم cheerfulness
دم occasion
دم stamina
دم ambition
دم recreation
دم mettle
دم puff
دم pleasure
دم spirit
دم person
دم strength
دم etc.)
دم breath
دم whiff
دم son
دم coaxing
دم spring
دم people
دم cloth
دم deception
دم pull
دم instant
دم vitality
دم dum
دُم extremity
دُم tail
دُم end
دمدمہ pomp
دمدمہ tumult
دمدمہ etc.
دمدمہ noise
دمدمہ din
دمدمہ stir
دمدمہ parapet
دمدمہ ado
دمدمہ show
دمدمہ mound
دمدمہ clamour
دمدمہ kettledrum
دمک heat
دمک flush
دمک glow
دمک ardour
دمک zeal
دمک sheen
دمک brilliance
دمک glitter
دمہ asthma
دنیاداری worldliness
دوبارہ double
دوبارہ again
دوبارہ twice
دوا medicine
دوا remedy
دوا cure
دواخانہ dispensary
دواخانہ pharmacy
دواخانہ clinic
دوام durability
دوام eternally
دوام solidity
دوام eternity
دوام perpetuity
دوام continuation
دوام perpetual
دوام always
دوام everlasting
دوپہر midday
دوپہر noon
دُور remote
دُور far
دُور high
دُور beyond
دُور distant
دُور distance
دُور remoteness
دُور unknowing
دُور afar
دُور unaware
دُور sublime
دُوری parting
دُوری strangeness
دُوری remoteness
دُوری separation
دُوری etc.)
دُوری estrangement
دُوری distance
دوزخ hell
دوزخ misery
دوست well-wisher
دوست friend
دوست beloved
دوست lover
دوست pal
دوست sweetheart
دوستی attachment
دوستی friendship
دوستی intimacy
دوستی amity
دوش fault
دوش accusation
دوش yesterday
دوش sin
دوش wrong
دوش shoulder
دوش guilt
دوش defect
دوش blemish
دوش crime
دوش blame
دوش reproach
دوش offence
دوشیزگی maidenhood
دوشیزگی virginity
دوشیزہ virgin
دوشیزہ damsel
دوشیزہ maiden
دوغلا double-faced
دوغلا cross-bred
دوغلا hybrid
دوغلا mongrel
دوغلا deceitful
دوغلا hypocrite
دونوں both
دہانہ mouth
دہانہ etc.
دہانہ water-bag
دہانہ bore
دہانہ verge
دہانہ brink
دہانہ edge
دہائی decade
دہریت atheism
دہریہ atheist
دہشت fright
دہشت terror
دہشت dread
دہشت awe
دہلیز threshold
دہلیز beginning
دہلیز commencement
دہلیز place
دہلیز cite
دہلیز vestibule
دُہن ointment
دُہن oil
دُہن unguent
دہی dahi
دہی curd
دہی yogurt
دیر slowly
دیر time
دیر slowness
دیر delay
دیر tardiness
دیر late
دیر tardily
دیس spot
دیس country
دیس territory
دیس place
دیس region
دین giving
دین debt
دین liability
دین gift
دینا emit
دینا allot
دینا liability
